County,WRIA Number,Site,Lab Sample Number,Collect Date,Parameter,Dominance
Grant,41,Mardon,L53972-3,08/16/2011,Oscillatoria sp.,Present
Grant,41,Mardon,L53972-3,08/16/2011,Pediastrum sp.,Present
Grant,41,Mardon,L53972-3,08/16/2011,Undetermined Pennate Diatom,Present
Grant,41,Mardon,L53972-3,08/16/2011,Woronichinia sp.,Present
Grant,41,Mardon,L44080-1,09/26/2007,Anabaena sp.,Present
Grant,41,Mardon,L44080-1,09/26/2007,Anacystis sp.,Present
Grant,41,Mardon,L44080-1,09/26/2007,Aphanizomenon sp.,Present
Grant,41,Mardon,L44080-1,09/26/2007,Asterionella,Present
Grant,41,Mardon,L44080-1,09/26/2007,Chroococcus sp.,Present
Grant,41,Mardon,L44080-1,09/26/2007,Coelosphaerium sp.,Present
Grant,41,Mardon,L44080-1,09/26/2007,Cosmarium sp.,Present
Grant,41,Mardon,L44080-1,09/26/2007,Cryptomonas sp.,Present
Grant,41,Mardon,L44080-1,09/26/2007,Fragilaria sp.,Dominant
Grant,41,Mardon,L44080-1,09/26/2007,Lyngbya sp.,Present
Grant,41,Mardon,L44080-1,09/26/2007,Melosira sp.,Subdominant
Grant,41,Mardon,L44080-1,09/26/2007,Microcystis sp.,Present
Grant,41,Mardon,L44080-1,09/26/2007,Oocystis sp.,Present
Grant,41,Mardon,L44080-1,09/26/2007,Pandorina sp.,Present
Grant,41,Mardon,L44080-1,09/26/2007,Pediastrum sp.,Present
Grant,41,Mardon,L44080-1,09/26/2007,Scenedesmus sp.,Present
Grant,41,Mardon,L44080-1,09/26/2007,Sphaerocystis sp.,Present
Grant,41,Mardon,L44080-1,09/26/2007,Staurastrum sp.,Present
Grant,41,Mardon,L44080-1,09/26/2007,Stephanodiscus sp.,Present
Grant,41,Mardon,L44080-1,09/26/2007,Synedra sp.,Present
Grant,41,Mardon,L44080-1,09/26/2007,Trachelomonas sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Amphora sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Anabaena sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Anacystis sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Aphanizomenon sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Coelosphaerium sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Cosmarium sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Dinobryon sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Fragilaria sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Lyngbya sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Melosira sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Merismopedia sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Microcystis sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Navicula sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Oocystis sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Oscillatoria sp.,Subdominant
Grant,41,Mardon,L43795-1,09/10/2007,Pediastrum sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Pinnularia sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Scenedesmus sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Sphaerocystis sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Spirogyra sp.,Dominant
Grant,41,Mardon,L43795-1,09/10/2007,Spirulina sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Staurastrum sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Stephanodiscus sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Surirella sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Synedra sp.,Present
Grant,41,Mardon,L43795-1,09/10/2007,Unicellular Green 8-10 microns,Present
Grant,41,Mardon,L43795-1,09/10/2007,Unidentified Diatom,Present
Grant,41,Medicine 1,L54849-1,12/26/2011,Aphanizomenon sp.,Dominant
Grant,41,Medicine 1,L54849-1,12/26/2011,Asterionella,Present
Grant,41,Medicine 1,L54849-1,12/26/2011,Cryptomonas sp.,Present
Grant,41,Medicine 1,L54849-1,12/26/2011,Fragilaria sp.,Present
Grant,41,Medicine 1,L54849-1,12/26/2011,Staurastrum sp.,Present
Grant,41,Medicine 1,L54849-1,12/26/2011,Stephanodiscus sp.,Subdominant
Grant,41,Medicine 1,L54849-1,12/26/2011,Woronichinia sp.,Present
Grant,41,Montlake,L54575-2,10/31/2011,Anabaena: trichome irregularly twisted,Present
Grant,41,Montlake,L54575-2,10/31/2011,Aphanizomenon sp.,Dominant
Grant,41,Montlake,L54575-2,10/31/2011,Asterionella,Present
Grant,41,Montlake,L54575-2,10/31/2011,Aulacoseira sp.,Subdominant
Grant,41,Montlake,L54575-2,10/31/2011,Closteriopsis sp.,Present
Grant,41,Montlake,L54575-2,10/31/2011,Cryptomonas sp.,Present
Grant,41,Montlake,L54575-2,10/31/2011,Dinobryon sp.,Present
Grant,41,Montlake,L54575-2,10/31/2011,Fragilaria sp.,Present
Grant,41,Montlake,L54575-2,10/31/2011,Micractinium sp.,Present
Grant,41,Montlake,L54575-2,10/31/2011,Pediastrum sp.,Present
Grant,41,Montlake,L54575-2,10/31/2011,Staurastrum sp.,Present
Grant,41,Montlake,L54575-2,10/31/2011,Stephanodiscus sp.,Present
Grant,41,Montlake,L54575-2,10/31/2011,Tabellaria sp.,Present
Grant,41,Montlake,L54575-2,10/31/2011,Woronichinia sp.,Present
Grant,41,Montlake,L54539-2,10/26/2011,Aphanizomenon sp.,Subdominant
Grant,41,Montlake,L54539-2,10/26/2011,Asterionella,Present
Grant,41,Montlake,L54539-2,10/26/2011,Aulacoseira sp.,Dominant
Grant,41,Montlake,L54539-2,10/26/2011,Cryptomonas sp.,Present
Grant,41,Montlake,L54539-2,10/26/2011,Dinobryon sp.,Present
Grant,41,Montlake,L54539-2,10/26/2011,Fragilaria sp.,Present
Grant,41,Montlake,L54539-2,10/26/2011,Micractinium sp.,Present
Grant,41,Montlake,L54539-2,10/26/2011,Pediastrum sp.,Present
Grant,41,Montlake,L54539-2,10/26/2011,Scenedesmus sp.,Present
Grant,41,Montlake,L54539-2,10/26/2011,Staurastrum sp.,Present
Grant,41,Montlake,L54539-2,10/26/2011,Stephanodiscus sp.,Present
Grant,41,Montlake,L54539-2,10/26/2011,Woronichinia sp.,Present
Grant,41,Moses,L54277-1,09/27/2011,Anabaena: trichome irregularly twisted,Subdominant
Grant,41,Moses,L54277-1,09/27/2011,Anabaena: trichome regularly coiled,Present
Grant,41,Moses,L54277-1,09/27/2011,Aphanizomenon sp.,Dominant
Grant,41,Moses,L54277-1,09/27/2011,Asterionella,Present
Grant,41,Moses,L54277-1,09/27/2011,Aulacoseira sp.,Present
Grant,41,Moses,L54277-1,09/27/2011,Ceratium sp.,Present
Grant,41,Moses,L54277-1,09/27/2011,Cryptomonas sp.,Present
Grant,41,Moses,L54277-1,09/27/2011,Fragilaria sp.,Present
Grant,41,Moses,L54277-1,09/27/2011,Lyngbya sp.,Present
Grant,41,Moses,L54277-1,09/27/2011,Microcystis sp.,Present
Grant,41,Moses,L54277-1,09/27/2011,Oocystis sp.,Present
Grant,41,Moses,L54277-1,09/27/2011,Staurastrum sp.,Present
Grant,41,Moses,L54277-1,09/27/2011,Stephanodiscus sp.,Present
Grant,41,Moses,L54277-1,09/27/2011,Woronichinia sp.,Present
Grant,41,Moses South,L54575-1,10/31/2011,Anabaena: trichome irregularly twisted,Present
Grant,41,Moses South,L54575-1,10/31/2011,Aphanizomenon sp.,Present
Grant,41,Moses South,L54575-1,10/31/2011,Asterionella,Present
Grant,41,Moses South,L54575-1,10/31/2011,Aulacoseira sp.,Dominant
Grant,41,Moses South,L54575-1,10/31/2011,Cryptomonas sp.,Present
Grant,41,Moses South,L54575-1,10/31/2011,Fragilaria sp.,Present
Grant,41,Moses South,L54575-1,10/31/2011,Micractinium sp.,Present
Grant,41,Moses South,L54575-1,10/31/2011,Oocystis sp.,Present
Grant,41,Moses South,L54575-1,10/31/2011,Pediastrum sp.,Present
Grant,41,Moses South,L54575-1,10/31/2011,Staurastrum sp.,Present
Grant,41,Moses South,L54575-1,10/31/2011,Stephanodiscus sp.,Subdominant
Grant,41,Moses South,L54575-1,10/31/2011,Synedra sp.,Present
Grant,41,Moses South,L54575-1,10/31/2011,Undetermined Pennate Diatom,Present
Grant,41,Moses South,L54575-1,10/31/2011,Woronichinia sp.,Present
Grant,41,Moses South,L54539-3,10/26/2011,Aphanizomenon sp.,Dominant
Grant,41,Moses South,L54539-3,10/26/2011,Aulacoseira sp.,Subdominant
Grant,41,Moses South,L54539-3,10/26/2011,Fragilaria sp.,Present
Grant,41,Moses South,L54539-3,10/26/2011,Microcystis sp.,Present
Grant,41,Moses South,L54539-3,10/26/2011,Oocystis sp.,Present
Grant,41,Moses South,L54539-3,10/26/2011,Stephanodiscus sp.,Present
Grant,41,Moses South,L54539-3,10/26/2011,Unicellular Green 1-3 microns,Present
Grant,41,Moses South,L54539-3,10/26/2011,Woronichinia sp.,Present
Grant,41,Moses South,L54464-2,10/17/2011,Anabaena: trichome irregularly twisted,Subdominant
Grant,41,Moses South,L54464-2,10/17/2011,Anabaena: trichome regularly coiled,Present
Grant,41,Moses South,L54464-2,10/17/2011,Aphanizomenon sp.,Dominant
Grant,41,Moses South,L54464-2,10/17/2011,Oocystis sp.,Present
Grant,41,Moses South,L54464-2,10/17/2011,Oscillatoria sp.,Present
Grant,41,Moses South,L54464-2,10/17/2011,Stephanodiscus sp.,Present
Grant,41,Moses South,L54464-2,10/17/2011,Woronichinia sp.,Present
Grant,41,O'Sullivan,L54849-2,12/26/2011,Amphora sp.,Present
Grant,41,O'Sullivan,L54849-2,12/26/2011,Aphanizomenon sp.,Dominant
Grant,41,O'Sullivan,L54849-2,12/26/2011,Asterionella,Present
Grant,41,O'Sullivan,L54849-2,12/26/2011,Cryptomonas sp.,Present
Grant,41,O'Sullivan,L54849-2,12/26/2011,Fragilaria sp.,Present
Grant,41,O'Sullivan,L54849-2,12/26/2011,Stephanodiscus sp.,Subdominant
Grant,41,O'Sullivan,L54849-2,12/26/2011,Woronichinia sp.,Present
Grant,41,O'Sullivan,L54763-3,12/06/2011,Aphanizomenon sp.,Present
Grant,41,O'Sullivan,L54763-3,12/06/2011,Asterionella,Subdominant
Grant,41,O'Sullivan,L54763-3,12/06/2011,Fragilaria sp.,Present
Grant,41,O'Sullivan,L54763-3,12/06/2011,Micractinium sp.,Present
Grant,41,O'Sullivan,L54763-3,12/06/2011,Stephanodiscus sp.,Dominant
Grant,41,O'Sullivan,L54763-3,12/06/2011,Woronichinia sp.,Present
Grant,41,O'Sullivan,L54721-2,11/28/2011,Anabaena: trichome irregularly twisted,Present
Grant,41,O'Sullivan,L54721-2,11/28/2011,Aphanizomenon sp.,Present
Grant,41,O'Sullivan,L54721-2,11/28/2011,Asterionella,Present
Grant,41,O'Sullivan,L54721-2,11/28/2011,Cryptomonas sp.,Present
Grant,41,O'Sullivan,L54721-2,11/28/2011,Fragilaria sp.,Present
Grant,41,O'Sullivan,L54721-2,11/28/2011,Microcystis sp.,Subdominant
Grant,41,O'Sullivan,L54721-2,11/28/2011,Pediastrum sp.,Present
Grant,41,O'Sullivan,L54721-2,11/28/2011,Staurastrum sp.,Present
Grant,41,O'Sullivan,L54721-2,11/28/2011,Stephanodiscus sp.,Dominant
Grant,41,O'Sullivan,L54721-2,11/28/2011,Woronichinia sp.,Present
Grant,41,O'Sullivan,L54575-3,10/31/2011,Anabaena: trichome irregularly twisted,Present
Grant,41,O'Sullivan,L54575-3,10/31/2011,Aphanizomenon sp.,Dominant
Grant,41,O'Sullivan,L54575-3,10/31/2011,Asterionella,Present
Grant,41,O'Sullivan,L54575-3,10/31/2011,Aulacoseira sp.,Present
Grant,41,O'Sullivan,L54575-3,10/31/2011,Cryptomonas sp.,Present
Grant,41,O'Sullivan,L54575-3,10/31/2011,Fragilaria sp.,Present
Grant,41,O'Sullivan,L54575-3,10/31/2011,Lyngbya sp.,Present
Grant,41,O'Sullivan,L54575-3,10/31/2011,Microcystis sp.,Present
Grant,41,O'Sullivan,L54575-3,10/31/2011,Oocystis sp.,Present
Grant,41,O'Sullivan,L54575-3,10/31/2011,Schroederia sp.,Present
Grant,41,O'Sullivan,L54575-3,10/31/2011,Stephanodiscus sp.,Subdominant
Grant,41,O'Sullivan,L54575-3,10/31/2011,Undetermined Centric Diatom,Present
Grant,41,O'Sullivan,L54575-3,10/31/2011,Undetermined Pennate Diatom,Present
Grant,41,O'Sullivan,L54575-3,10/31/2011,Woronichinia sp.,Present
Grant,41,O'Sullivan,L54539-5,10/26/2011,Anabaena: trichome irregularly twisted,Present
Grant,41,O'Sullivan,L54539-5,10/26/2011,Aphanizomenon sp.,Dominant
Grant,41,O'Sullivan,L54539-5,10/26/2011,Asterionella,Present
Grant,41,O'Sullivan,L54539-5,10/26/2011,Aulacoseira sp.,Present
Grant,41,O'Sullivan,L54539-5,10/26/2011,Cryptomonas sp.,Present
Grant,41,O'Sullivan,L54539-5,10/26/2011,Cymbella sp.,Present
Grant,41,O'Sullivan,L54539-5,10/26/2011,Fragilaria sp.,Present
Grant,41,O'Sullivan,L54539-5,10/26/2011,Lyngbya sp.,Present
Grant,41,O'Sullivan,L54539-5,10/26/2011,Microcystis sp.,Present
Grant,41,O'Sullivan,L54539-5,10/26/2011,Oscillatoria sp.,Present
Grant,41,O'Sullivan,L54539-5,10/26/2011,Staurastrum sp.,Present
Grant,41,O'Sullivan,L54539-5,10/26/2011,Stephanodiscus sp.,Subdominant
Grant,41,O'Sullivan,L54539-5,10/26/2011,Synedra sp.,Present
Grant,41,O'Sullivan,L54539-5,10/26/2011,Undetermined Centric Diatom,Present
Grant,41,O'Sullivan,L54539-5,10/26/2011,Undetermined Pennate Diatom,Present
Grant,41,O'Sullivan,L54539-5,10/26/2011,Woronichinia sp.,Present
Grant,41,O'Sullivan,L54407-3,10/10/2011,Anabaena: trichome irregularly twisted,Subdominant
Grant,41,O'Sullivan,L54407-3,10/10/2011,Anabaena: trichome regularly coiled,Present
Grant,41,O'Sullivan,L54407-3,10/10/2011,Aphanizomenon sp.,Dominant
Grant,41,O'Sullivan,L54407-3,10/10/2011,Cryptomonas sp.,Present
Grant,41,O'Sullivan,L54407-3,10/10/2011,Cymbella sp.,Present
Grant,41,O'Sullivan,L54407-3,10/10/2011,Fragilaria sp.,Present
Grant,41,O'Sullivan,L54407-3,10/10/2011,Gomphonema sp.,Present
Grant,41,O'Sullivan,L54407-3,10/10/2011,Gyrosigma sp.,Present
Grant,41,O'Sullivan,L54407-3,10/10/2011,Lyngbya sp.,Present
Grant,41,O'Sullivan,L54407-3,10/10/2011,Microcystis sp.,Present
Grant,41,O'Sullivan,L54407-3,10/10/2011,Oscillatoria sp.,Present
Grant,41,O'Sullivan,L54407-3,10/10/2011,Sphaerocystis sp.,Present
Grant,41,O'Sullivan,L54407-3,10/10/2011,Stephanodiscus sp.,Present
Grant,41,O'Sullivan,L54407-3,10/10/2011,Tabellaria sp.,Present
Grant,41,O'Sullivan,L54407-3,10/10/2011,Unicellular Green 1-3 microns,Present
Grant,41,O'Sullivan,L54407-3,10/10/2011,Woronichinia sp.,Present
Grant,41,O'Sullivan,L54357-3,10/03/2011,Anabaena: trichome irregularly twisted,Subdominant
Grant,41,O'Sullivan,L54357-3,10/03/2011,Anabaena: trichome regularly coiled,Present
Grant,41,O'Sullivan,L54357-3,10/03/2011,Aphanizomenon sp.,Dominant
Grant,41,O'Sullivan,L54357-3,10/03/2011,Cosmarium sp.,Present
Grant,41,O'Sullivan,L54357-3,10/03/2011,Fragilaria sp.,Present
Grant,41,O'Sullivan,L54357-3,10/03/2011,Microcystis sp.,Present
Grant,41,O'Sullivan,L54357-3,10/03/2011,Oocystis sp.,Present
Grant,41,O'Sullivan,L54357-3,10/03/2011,Oscillatoria sp.,Present
Grant,41,O'Sullivan,L54357-3,10/03/2011,Stephanodiscus sp.,Present
Grant,41,O'Sullivan,L54357-3,10/03/2011,Undetermined Centric Diatom,Present
Grant,41,O'Sullivan,L54357-3,10/03/2011,Undetermined Pennate Diatom,Present
Grant,41,O'Sullivan,L54357-3,10/03/2011,Unicellular Green 1-3 microns,Present
Grant,41,O'Sullivan,L54357-3,10/03/2011,Woronichinia sp.,Present
Grant,41,O'Sullivan,L53998-4,08/22/2011,Anabaena: trichome irregularly twisted,Subdominant
Grant,41,O'Sullivan,L53998-4,08/22/2011,Cosmarium sp.,Present
Grant,41,O'Sullivan,L53998-4,08/22/2011,Cryptomonas sp.,Present
Grant,41,O'Sullivan,L53998-4,08/22/2011,Fragilaria sp.,Dominant
Grant,41,O'Sullivan,L53998-4,08/22/2011,Lyngbya sp.,Present
Grant,41,O'Sullivan,L53998-4,08/22/2011,Mallomonas sp.,Present
Grant,41,O'Sullivan,L53998-4,08/22/2011,Oocystis sp.,Present
Grant,41,O'Sullivan,L53998-4,08/22/2011,Pediastrum sp.,Present
Grant,41,O'Sullivan,L53998-4,08/22/2011,Sphaerocystis sp.,Present
Grant,41,O'Sullivan,L53998-4,08/22/2011,Stephanodiscus sp.,Present
Grant,41,O'Sullivan,L53998-4,08/22/2011,Synedra sp.,Present
Grant,41,O'Sullivan,L53998-4,08/22/2011,Tabellaria sp.,Present
Grant,41,O'Sullivan,L53998-4,08/22/2011,Undetermined Pennate Diatom,Present
Grant,41,Potholes #2,L53885-2,08/08/2011,Anabaena: trichome irregularly twisted,Present
Grant,41,Potholes #2,L53885-2,08/08/2011,Anabaena: trichome regularly coiled,Present
Grant,41,Potholes #2,L53885-2,08/08/2011,Aphanizomenon sp.,Dominant
Grant,41,Potholes #2,L53885-2,08/08/2011,Ceratium sp.,Present
Grant,41,Potholes #2,L53885-2,08/08/2011,Cosmarium sp.,Present
Grant,41,Potholes #2,L53885-2,08/08/2011,Fragilaria sp.,Present
Grant,41,Potholes #2,L53885-2,08/08/2011,Microcystis sp.,Subdominant
Grant,41,Potholes #2,L53885-2,08/08/2011,Oocystis sp.,Present
Grant,41,Potholes #4,L46737-1,10/06/2008,Anabaena: trichome irregularly twisted,Present
Grant,41,Potholes #4,L46737-1,10/06/2008,Aphanizomenon sp.,Dominant
Grant,41,Potholes #4,L46737-1,10/06/2008,Aulacoseira sp.,Present
Grant,41,Potholes #4,L46737-1,10/06/2008,Cryptomonas sp.,Present
Grant,41,Potholes #4,L46737-1,10/06/2008,Fragilaria sp.,Present
Grant,41,Potholes #4,L46737-1,10/06/2008,Lyngbya sp.,Subdominant
Grant,41,Potholes #4,L46737-1,10/06/2008,Oocystis sp.,Present
Grant,41,Potholes #4,L46737-1,10/06/2008,Oscillatoria sp.,Present
Grant,41,Potholes #4,L46737-1,10/06/2008,Pinnularia sp.,Present
Grant,41,Potholes #4,L46737-1,10/06/2008,Stephanodiscus sp.,Present
Grant,41,Potholes #4,L46737-1,10/06/2008,Woronichinia sp.,Present
Grant,41,Potholes #5,L46737-2,10/06/2008,Anabaena: trichome irregularly twisted,Present
Grant,41,Potholes #5,L46737-2,10/06/2008,Anabaena: trichome regularly coiled,Present
Grant,41,Potholes #5,L46737-2,10/06/2008,Aphanizomenon sp.,Subdominant
Grant,41,Potholes #5,L46737-2,10/06/2008,Aulacoseira sp.,Present
Grant,41,Potholes #5,L46737-2,10/06/2008,Cryptomonas sp.,Present
Grant,41,Potholes #5,L46737-2,10/06/2008,Eudorina sp.,Present
Grant,41,Potholes #5,L46737-2,10/06/2008,Fragilaria sp.,Present
Grant,41,Potholes #5,L46737-2,10/06/2008,Lyngbya sp.,Dominant
Grant,41,Potholes #5,L46737-2,10/06/2008,Microcystis sp.,Present
Grant,41,Potholes #5,L46737-2,10/06/2008,Pandorina sp.,Present
Grant,41,Potholes #5,L46737-2,10/06/2008,Pediastrum sp.,Present
Grant,41,Potholes #5,L46737-2,10/06/2008,Pinnularia sp.,Present
Grant,41,Potholes #5,L46737-2,10/06/2008,Stephanodiscus sp.,Present
Grant,41,Potholes #5,L46737-2,10/06/2008,Synedra sp.,Present
Grant,41,Potholes #5,L46737-2,10/06/2008,Woronichinia sp.,Present
Grant,41,Potholes Reservoir,L53972-1,08/16/2011,Anabaena: trichome regularly coiled,Present
Grant,41,Potholes Reservoir,L53972-1,08/16/2011,Aphanizomenon sp.,Dominant
Grant,41,Potholes Reservoir,L53972-1,08/16/2011,Aulacoseira sp.,Subdominant
Grant,41,Potholes Reservoir,L53972-1,08/16/2011,Ceratium sp.,Present
Grant,41,Potholes Reservoir,L53972-1,08/16/2011,Cryptomonas sp.,Present
Grant,41,Potholes Reservoir,L53972-1,08/16/2011,Fragilaria sp.,Present
Grant,41,Potholes Reservoir,L53972-1,08/16/2011,Lyngbya sp.,Present
Grant,41,Potholes Reservoir,L53972-1,08/16/2011,Mallomonas sp.,Present
Grant,41,Potholes Reservoir,L53972-1,08/16/2011,Staurastrum sp.,Present
Grant,41,Potholes Reservoir,L53972-1,08/16/2011,Stephanodiscus sp.,Present
Grant,41,Potholes Reservoir,L53972-1,08/16/2011,Synedra sp.,Present
Grant,41,Potholes Reservoir,L53972-1,08/16/2011,Undetermined Centric Diatom,Present
Grant,41,Potholes Reservoir,L53972-1,08/16/2011,Woronichinia sp.,Present
Grant,41,Potholes Reservoir,L46791-1,10/15/2008,Anabaena: trichome irregularly twisted,Present
Grant,41,Potholes Reservoir,L46791-1,10/15/2008,Aphanizomenon sp.,Dominant
Grant,41,Potholes Reservoir,L46791-1,10/15/2008,Lyngbya sp.,Subdominant
Grant,41,Potholes Reservoir,L46791-1,10/15/2008,Microcystis sp.,Present
Grant,41,Potholes Reservoir,L46791-1,10/15/2008,Woronichinia sp.,Present
Grant,41,Potholes Reservoir,L43761-1,08/29/2007,Amphora sp.,Present
Grant,41,Potholes Reservoir,L43761-1,08/29/2007,Anabaena sp.,Present
Grant,41,Potholes Reservoir,L43761-1,08/29/2007,Aphanizomenon sp.,Present
Grant,41,Potholes Reservoir,L43761-1,08/29/2007,Asterionella,Present
Grant,41,Potholes Reservoir,L43761-1,08/29/2007,Chroococcus sp.,Present
Grant,41,Potholes Reservoir,L43761-1,08/29/2007,Coelosphaerium sp.,Subdominant
Grant,41,Potholes Reservoir,L43761-1,08/29/2007,Dinobryon sp.,Present
Grant,41,Potholes Reservoir,L43761-1,08/29/2007,Fragilaria sp.,Present
Grant,41,Potholes Reservoir,L43761-1,08/29/2007,Gomphonema sp.,Present
Grant,41,Potholes Reservoir,L43761-1,08/29/2007,Lyngbya sp.,Present
Grant,41,Potholes Reservoir,L43761-1,08/29/2007,Microcystis sp.,Present
Grant,41,Potholes Reservoir,L43761-1,08/29/2007,Navicula sp.,Present
Grant,41,Potholes Reservoir,L43761-1,08/29/2007,Oocystis sp.,Present
Grant,41,Potholes Reservoir,L43761-1,08/29/2007,Oscillatoria sp.,Present
Grant,41,Potholes Reservoir,L43761-1,08/29/2007,Pediastrum sp.,Present
Grant,41,Potholes Reservoir,L43761-1,08/29/2007,Scenedesmus sp.,Present
Grant,41,Potholes Reservoir,L43761-1,08/29/2007,Spirogyra sp.,Present
Grant,41,Potholes Reservoir,L43761-1,08/29/2007,Staurastrum sp.,Present
Grant,41,Potholes Reservoir,L43761-1,08/29/2007,Synedra sp.,Present
Grant,41,Potholes Reservoir,L43761-1,08/29/2007,Trachelomonas sp.,Present
Grant,41,Potholes Reservoir,L43761-1,08/29/2007,Unicellular Green 8-10 microns,Dominant
Grant,41,State Park,L54277-3,09/27/2011,Anabaena: trichome regularly coiled,Present
Grant,41,State Park,L54277-3,09/27/2011,Anabaena: trichome straight,Present
Grant,41,State Park,L54277-3,09/27/2011,Aphanizomenon sp.,Dominant
Grant,41,State Park,L54277-3,09/27/2011,Aulacoseira sp.,Present
Grant,41,State Park,L54277-3,09/27/2011,Ceratium sp.,Present
Grant,41,State Park,L54277-3,09/27/2011,Cryptomonas sp.,Present
Grant,41,State Park,L54277-3,09/27/2011,Fragilaria sp.,Present
Grant,41,State Park,L54277-3,09/27/2011,Lyngbya sp.,Subdominant
Grant,41,State Park,L54277-3,09/27/2011,Oocystis sp.,Present
Grant,41,State Park,L54277-3,09/27/2011,Staurastrum sp.,Present
Grant,41,State Park,L54277-3,09/27/2011,Stephanodiscus sp.,Present
Grant,41,State Park,L54277-3,09/27/2011,Undetermined Pennate Diatom,Present
Grant,41,State Park,L54277-3,09/27/2011,Woronichinia sp.,Present
Grant,41,State Park,L54218-1,09/21/2011,Anabaena: trichome irregularly twisted,Subdominant
Grant,41,State Park,L54218-1,09/21/2011,Anabaena: trichome regularly coiled,Present
Grant,41,State Park,L54218-1,09/21/2011,Anabaena: trichome straight,Present
Grant,41,State Park,L54218-1,09/21/2011,Aphanizomenon sp.,Dominant
Grant,41,State Park,L54218-1,09/21/2011,Botryococcus sp.,Present
Grant,41,State Park,L54218-1,09/21/2011,Fragilaria sp.,Present
